StationName,StationCode,RegionName,Analyte,Trend,LastSampleDate,LastResult,Unit
Arroyo Grande Creek at 22nd Street,310ARG,Central Coast,"Lead, Total",No significant trend,6/23/2020,15.8,mg/Kg dw
Packwood Creek in pond upstream of Road 94,558PKC005,Central Valley,"Lead, Total",No significant trend,9/9/2020,18.3,mg/Kg dw
Cross Creek - Rd. 60 and Hwy 99,558CCR010,Central Valley,"Lead, Total",No significant trend,9/9/2020,9.08,mg/Kg dw
Tule River - Rd. 64 bridge,558TUR090,Central Valley,"Lead, Total",No significant trend,9/9/2020,12.8,mg/Kg dw
Cache Creek @ Hwy 113,511CAC113,Central Valley,"Lead, Total",No significant trend,8/19/2020,4.88,mg/Kg dw
Trout Creek (Truckee) near mouth,635TROSED,Lahontan,"Lead, Total",No significant trend,8/18/2020,49.1,mg/Kg dw
Big Chico Creek @ Rose Ave,504BCHROS,Central Valley,"Lead, Total",No significant trend,8/5/2020,10.7,mg/Kg dw
Kirker Creek at Floodway,207KIR020,Central Valley,"Lead, Total",No significant trend,7/17/2020,16,mg/Kg dw
Sespe Creek,403STCSSP,Los Angeles,"Lead, Total",No significant trend,6/24/2020,12,mg/Kg dw
Santa Rosa Creek at Willowside Road,114SR0761_SWAMP,North Coast,"Lead, Total",No significant trend,11/16/2017,4.82,ug/L
Palo Verde Lagoon (LG1),715CPVLG1,Colorado River,"Lead, Total",No significant trend,11/12/2018,8.4,mg/Kg dw
Russian River at Healdsburg Veterans Memorial Beach,114RR2940,North Coast,"Lead, Total",No significant trend,12/20/2017,0.015,ug/L
Walnut Creek @ Concord Ave O.C.,207WAL020,San Francisco Bay,"Lead, Total",Possibly decreasing,7/17/2020,18.4,mg/Kg dw
Salinas River at Davis Road,309DAV,Central Coast,"Lead, Total",Possibly decreasing,6/22/2020,11.2,mg/Kg dw
Los Angeles River at Willow,412LARWxx,Los Angeles,"Lead, Total",Possibly decreasing,6/9/2020,20.8,mg/Kg dw
Tijuana River at Hollister Rd,911TJHRxx,San Diego,"Lead, Total",Possibly decreasing,6/11/2020,11.4,mg/Kg dw
Escondido Creek at Camino del Norte,904ESCOxx,San Diego,"Lead, Total",Possibly decreasing,6/10/2020,8.14,mg/Kg dw
Merced River @ River Road,535MER546,Central Valley,"Lead, Total",Possibly increasing,8/27/2020,12.9,mg/Kg dw
Mud Slough downstream of San Luis Drain,541MER542,Central Valley,"Lead, Total",Possibly increasing,8/27/2020,10.9,mg/Kg dw
Bear Creek near Bert Crane Road,535MER007,Central Valley,"Lead, Total",Possibly increasing,8/27/2020,10.2,mg/Kg dw
Colusa Basin Drain @ Knights Landing Upstream,520CBDKLU,Central Valley,"Lead, Total",Possibly increasing,8/19/2020,16.4,mg/Kg dw
Sacramento River at Colusa near Bridge Street,520SACLSA,Central Valley,"Lead, Total",Possibly decreasing,8/5/2020,5.41,mg/Kg dw
Santa Margarita at Basilone Rd,902SSMR07,San Diego,"Lead, Total",Possibly decreasing,6/10/2020,9.76,mg/Kg dw
